Column 1;Column 2;Summary;Score;Column 5;CPU;Column 7;Column 8;Motherboard;OS;Column 11;Column 12;GPU;GPU Vendor;Column 15
2072;mshirt4;Intel Xeon X3470Gigabyte GeForce GTX 1080  (GP104);4015;Created:14 May 2018 (19:35);CPU Name:Intel Xeon X3470;Physical / Logical CPUs: 4 / 8;CPU Clock (max):4126 MHz;Motherboard:ASUS P7P55D-E LX;OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:397.64;GPU Name:GeForce GTX 1080  (GP104);GPU Vendor:Gigabyte;GPU Memory:8192 MBGPU Memory clock (max):5005 MHzGPU Core clock (max):1987 MHzGPU Temp min/max:43 / 65 C° FPS min/avg/max: 25.15 / 30.04 / 34.51 Detailed score info
2073;Sokram;Intel Core i7-6700Gigabyte GeForce GTX 1070  (GP104);4014;Created:07 February 2018 (15:07);CPU Name:Intel Core i7-6700;Physical / Logical CPUs: 4 / 8;CPU Clock (max):3408 MHz;Motherboard:ASUS MAXIMUS IX HERO;OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:390.77;GPU Name:GeForce GTX 1070  (GP104);GPU Vendor:Gigabyte;GPU Memory:8192 MBGPU Memory clock (max):4860 MHzGPU Core clock (max):2113 MHzGPU Temp min/max:33 / 52 C° FPS min/avg/max: 24.46 / 30.03 / 34.2 Detailed score info
2074;mniittymaki;Intel Core i7-8700KASUS GeForce GTX 980 Ti  (GM200);4012;Created:14 January 2019 (05:55);CPU Name:Intel Core i7-8700K;Physical / Logical CPUs: 6 / 12;CPU Clock (max):3696 MHz;Motherboard:ASUSTeK ROG MAXIMUS X HERO;OS:Windows 10  (build 17763);Graphics API: DirectX ;GPU Driver:411.63;GPU Name:GeForce GTX 980 Ti  (GM200);GPU Vendor:ASUS;GPU Memory:6144 MBGPU Memory clock (max):3801 MHzGPU Core clock (max):1470 MHzGPU Temp min/max:55 / 83 C° FPS min/avg/max: 24.14 / 30.01 / 34.63 Detailed score info
2075;backofhand;Intel Core i7-5775CEVGA GeForce GTX 980 Ti  (GM200);4008;Created:01 August 2019 (23:25);CPU Name:Intel Core i7-5775C;Physical / Logical CPUs: 4 / 8;CPU Clock (max):3300 MHz;Motherboard:ASUS SABERTOOTH Z97 MARK 2;OS:Windows 10  (build 18362);Graphics API: DirectX ;GPU Driver:431.6;GPU Name:GeForce GTX 980 Ti  (GM200);GPU Vendor:EVGA;GPU Memory:6144 MBGPU Memory clock (max):3548 MHzGPU Core clock (max):1429 MHzGPU Temp min/max:32 / 70 C° FPS min/avg/max: 23.85 / 29.98 / 34.33 Detailed score info
2076;chrisbates.ship;Intel Core i7-8700KNVIDIA GeForce GTX 1080 Mobile  (GP104BM);4005;Created:06 June 2018 (00:46);CPU Name:Intel Core i7-8700K;Physical / Logical CPUs: 6 / 12;CPU Clock (max):3696 MHz;Motherboard:Notebook P7xxTM1;OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:397.31;GPU Name:GeForce GTX 1080 Mobile  (GP104BM);GPU Vendor:NVIDIA;GPU Memory:8192 MBGPU Memory clock (max):5005 MHzGPU Core clock (max):1860 MHzGPU Temp min/max:45 / 86 C° FPS min/avg/max: 24.76 / 29.96 / 34.07 Detailed score info
2077;agrigg89;Intel Core i7-7700KMSI GeForce GTX 1080  (GP104);4001;Created:21 July 2018 (10:06);CPU Name:Intel Core i7-7700K;Physical / Logical CPUs: 4 / 8;CPU Clock (max):4200 MHz;Motherboard:NVIDIA Z170A TOMAHAWK AC (MS-7970);OS:Windows 10  (build 17134);Graphics API: DirectX ;GPU Driver:397.93;GPU Name:GeForce GTX 1080  (GP104);GPU Vendor:MSI;GPU Memory:8192 MBGPU Memory clock (max):5005 MHzGPU Core clock (max):1987 MHzGPU Temp min/max:37 / 60 C° FPS min/avg/max: 24.36 / 29.93 / 34.28 Detailed score info
2077;ganixer;Intel Core i5-4570Gigabyte GeForce GTX 980 Ti  (GM200);4001;Created:23 May 2017 (13:46);CPU Name:Intel Core i5-4570;Physical / Logical CPUs: 4 / 4;CPU Clock (max):3201 MHz;Motherboard:Gigabyte H97-HD3;OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:382.05;GPU Name:GeForce GTX 980 Ti  (GM200);GPU Vendor:Gigabyte;GPU Memory:6144 MBGPU Memory clock (max):3505 MHzGPU Core clock (max):1462 MHzGPU Temp min/max:53 / 70 C° FPS min/avg/max: 23.65 / 29.93 / 34.67 Detailed score info
2078;SamJigga;Intel Core i9-7980XEZOTAC GeForce GTX 980 Ti  (GM200);4000;Created:10 February 2018 (17:40);CPU Name:Intel Core i9-7980XE;Physical / Logical CPUs: 18 / 36;CPU Clock (max):1894 MHz;Motherboard:ASUS ROG RAMPAGE VI EXTREME;OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:390.77;GPU Name:GeForce GTX 980 Ti  (GM200);GPU Vendor:ZOTAC;GPU Memory:6144 MBGPU Memory clock (max):3610 MHzGPU Core clock (max):1455 MHzGPU Temp min/max:48 / 72 C° FPS min/avg/max: 23.79 / 29.92 / 34.35 Detailed score info
2079;IfThatsTheCase;Intel Core i7-6700KZOTAC GeForce GTX 1070 Ti  (GP104);3999;Created:01 June 2019 (23:03);CPU Name:Intel Core i7-6700K;Physical / Logical CPUs: 4 / 8;CPU Clock (max):4008 MHz;Motherboard:MSI Z170A KRAIT GAMING (MS-7984);OS:Windows 10  (build 17763);Graphics API: DirectX ;GPU Driver:417.35;GPU Name:GeForce GTX 1070 Ti  (GP104);GPU Vendor:ZOTAC;GPU Memory:8192 MBGPU Memory clock (max):4006 MHzGPU Core clock (max):1873 MHzGPU Temp min/max:42 / 59 C° FPS min/avg/max: 24.63 / 29.91 / 34.15 Detailed score info
2080;jbaity;Intel Core i7-8700KMSI GeForce GTX 1070 Ti  (GP104);3997;Created:14 December 2018 (05:22);CPU Name:Intel Core i7-8700K;Physical / Logical CPUs: 6 / 12;CPU Clock (max):3696 MHz;Motherboard:MSI Z370 GAMING M5 (MS-7B58);OS:Windows 10  (build 17134);Graphics API: DirectX ;GPU Driver:417.35;GPU Name:GeForce GTX 1070 Ti  (GP104);GPU Vendor:MSI;GPU Memory:8192 MBGPU Memory clock (max):4006 MHzGPU Core clock (max):1898 MHzGPU Temp min/max:40 / 66 C° FPS min/avg/max: 24.78 / 29.9 / 34.18 Detailed score info
2081;koronasln;Intel Core i7-7700KASUS GeForce GTX 1070 Ti  (GP104);3996;Created:09 June 2019 (02:57);CPU Name:Intel Core i7-7700K;Physical / Logical CPUs: 4 / 8;CPU Clock (max):4200 MHz;Motherboard:ASUS MAXIMUS IX FORMULA;OS:Windows 10  (build 17763);Graphics API: DirectX ;GPU Driver:430.86;GPU Name:GeForce GTX 1070 Ti  (GP104);GPU Vendor:ASUS;GPU Memory:8192 MBGPU Memory clock (max):4006 MHzGPU Core clock (max):1885 MHzGPU Temp min/max:39 / 65 C° FPS min/avg/max: 24.6 / 29.89 / 34.29 Detailed score info
2082;alfioolmos;AMD Ryzen 5 3600 6-Core ProcessorASRock Radeon RX 5700 XT  (Navi 10);3993;Created:30 July 2020 (01:40);CPU Name:AMD Ryzen 5 3600 6-Core Processor;Physical / Logical CPUs: 6 / 12;CPU Clock (max):3600 MHz;Motherboard:MSI B350M PRO-VH PLUS(MS-7B07);OS:Windows 10  (build 19041);Graphics API: DirectX ;GPU Driver:N/A;GPU Name:Radeon RX 5700 XT  (Navi 10);GPU Vendor:ASRock;GPU Memory:6128 MBGPU Memory clock (max):N/AGPU Core clock (max):N/AGPU Temp min/max:N/A FPS min/avg/max: 24.99 / 29.87 / 35.4 Detailed score info
2083;gert2;Intel Core i7-3770KGainward GeForce GTX 1080  (GP104);3991;Created:01 November 2017 (11:21);CPU Name:Intel Core i7-3770K;Physical / Logical CPUs: 4 / 8;CPU Clock (max):3501 MHz;Motherboard:ASRock Z68 Extreme4 Gen3;OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:388;GPU Name:GeForce GTX 1080  (GP104);GPU Vendor:Gainward;GPU Memory:8192 MBGPU Memory clock (max):5258 MHzGPU Core clock (max):2050 MHzGPU Temp min/max:44 / 80 C° FPS min/avg/max: 24.62 / 29.85 / 37.03 Detailed score info
2084;Kimir;Intel Core i7-5960XGalaxy GeForce GTX 980 Ti  (GM200);3987;Created:08 November 2017 (20:35);CPU Name:Intel Core i7-5960X;Physical / Logical CPUs: 8 / 16;CPU Clock (max):3001 MHz;Motherboard:ASUS RAMPAGE V EXTREME;OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:388.13;GPU Name:GeForce GTX 980 Ti  (GM200);GPU Vendor:Galaxy;GPU Memory:6144 MBGPU Memory clock (max):3801 MHzGPU Core clock (max):1430 MHzGPU Temp min/max:28 / 39 C° FPS min/avg/max: 23.99 / 29.83 / 34.85 Detailed score info
2085;juppper;Intel Core i5-4670KGigabyte GeForce GTX 1080  (GP104);3985;Created:03 December 2018 (18:52);CPU Name:Intel Core i5-4670K;Physical / Logical CPUs: 4 / 4;CPU Clock (max):3401 MHz;Motherboard:ASRock B85M-ITX;OS:Windows 10  (build 17134);Graphics API: DirectX ;GPU Driver:417.22;GPU Name:GeForce GTX 1080  (GP104);GPU Vendor:Gigabyte;GPU Memory:8192 MBGPU Memory clock (max):5005 MHzGPU Core clock (max):1911 MHzGPU Temp min/max:32 / 73 C° FPS min/avg/max: 24.61 / 29.81 / 33.61 Detailed score info
2086;martyfnemec;Intel Core i7-6700KEVGA GeForce GTX 1080  (GP104);3982;Created:14 May 2017 (01:35);CPU Name:Intel Core i7-6700K;Physical / Logical CPUs: 4 / 8;CPU Clock (max):4001 MHz;Motherboard:ASUS MAXIMUS VIII HERO;OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:382.05;GPU Name:GeForce GTX 1080  (GP104);GPU Vendor:EVGA;GPU Memory:8192 MBGPU Memory clock (max):5005 MHzGPU Core clock (max):1847 MHzGPU Temp min/max:52 / 75 C° FPS min/avg/max: 24.45 / 29.79 / 34.33 Detailed score info
2086;konejak;Intel Core i7-8700MSI GeForce GTX 1070 Ti  (GP104);3982;Created:07 January 2019 (17:55);CPU Name:Intel Core i7-8700;Physical / Logical CPUs: 6 / 12;CPU Clock (max):3192 MHz;Motherboard:MSI Z370-A PRO (MS-7B48);OS:Windows 10  (build 17763);Graphics API: DirectX ;GPU Driver:417.35;GPU Name:GeForce GTX 1070 Ti  (GP104);GPU Vendor:MSI;GPU Memory:8192 MBGPU Memory clock (max):4006 MHzGPU Core clock (max):1873 MHzGPU Temp min/max:55 / 73 C° FPS min/avg/max: 24.82 / 29.78 / 33.87 Detailed score info
2086;alextz19;Intel Core i7-4790KEVGA GeForce GTX 980 Ti  (GM200);3982;Created:24 November 2017 (10:27);CPU Name:Intel Core i7-4790K;Physical / Logical CPUs: 4 / 8;CPU Clock (max):4001 MHz;Motherboard:ASUS MAXIMUS VII HERO;OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:388.31;GPU Name:GeForce GTX 980 Ti  (GM200);GPU Vendor:EVGA;GPU Memory:6144 MBGPU Memory clock (max):3758 MHzGPU Core clock (max):1453 MHzGPU Temp min/max:20 / 57 C° FPS min/avg/max: 23.37 / 29.78 / 34.23 Detailed score info
2087;jellygrape;Intel Core i7-7700KEVGA GeForce GTX 1080  (GP104);3978;Created:04 September 2018 (05:52);CPU Name:Intel Core i7-7700K;Physical / Logical CPUs: 4 / 8;CPU Clock (max):4201 MHz;Motherboard:EVGA 134-KS-E279;OS:Windows 10  (build 17134);Graphics API: DirectX ;GPU Driver:399.07;GPU Name:GeForce GTX 1080  (GP104);GPU Vendor:EVGA;GPU Memory:8192 MBGPU Memory clock (max):5005 MHzGPU Core clock (max):1974 MHzGPU Temp min/max:61 / 82 C° FPS min/avg/max: 23.97 / 29.76 / 34.45 Detailed score info
2088;Evgin.G;Intel Core i7-2600KNVIDIA GeForce GTX 1070  (GP104);3974;Created:30 September 2017 (04:38);CPU Name:Intel Core i7-2600K;Physical / Logical CPUs: 4 / 8;CPU Clock (max):3401 MHz;Motherboard:ASUS Maximus IV Extreme-Z;OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:382.05;GPU Name:GeForce GTX 1070  (GP104);GPU Vendor:NVIDIA;GPU Memory:8192 MBGPU Memory clock (max):4551 MHzGPU Core clock (max):2138 MHzGPU Temp min/max:34 / 43 C° FPS min/avg/max: 24.51 / 29.73 / 33.86 Detailed score info
2088;MSouZa;Intel Core i7-6700KMSI GeForce GTX 1080  (GP104);3974;Created:08 June 2019 (20:07);CPU Name:Intel Core i7-6700K;Physical / Logical CPUs: 4 / 8;CPU Clock (max):4008 MHz;Motherboard:ASUS Z170-PREMIUM;OS:Windows 10  (build 17763);Graphics API: DirectX ;GPU Driver:418.91;GPU Name:GeForce GTX 1080  (GP104);GPU Vendor:MSI;GPU Memory:8192 MBGPU Memory clock (max):5005 MHzGPU Core clock (max):1885 MHzGPU Temp min/max:48 / 69 C° FPS min/avg/max: 24.37 / 29.73 / 34.57 Detailed score info
2089;aldisgold;Intel Core2 Quad Q9650MSI GeForce GTX 1080  (GP104);3971;Created:02 February 2018 (11:27);CPU Name:Intel Core2 Quad Q9650;Physical / Logical CPUs: 4 / 4;CPU Clock (max):2997 MHz;Motherboard:ASUS Rampage Formula;OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:388.13;GPU Name:GeForce GTX 1080  (GP104);GPU Vendor:MSI;GPU Memory:8192 MBGPU Memory clock (max):5005 MHzGPU Core clock (max):1949 MHzGPU Temp min/max:41 / 69 C° FPS min/avg/max: 24.05 / 29.7 / 35.04 Detailed score info
2090;allen175;Intel Core i7-6700KEVGA GeForce GTX 1080  (GP104);3966;Created:22 October 2017 (21:18);CPU Name:Intel Core i7-6700K;Physical / Logical CPUs: 4 / 8;CPU Clock (max):4001 MHz;Motherboard:Gigabyte Z170X-Gaming 7;OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:387.92;GPU Name:GeForce GTX 1080  (GP104);GPU Vendor:EVGA;GPU Memory:8192 MBGPU Memory clock (max):5005 MHzGPU Core clock (max):2025 MHzGPU Temp min/max:37 / 48 C° FPS min/avg/max: 24.41 / 29.67 / 34.76 Detailed score info
2091;Dybdog;AMD Ryzen 5 1600 Six-Core ProcessorAMD Radeon Vega Frontier Edition  (Vega 10 XTX);3963;Created:26 March 2018 (15:15);CPU Name:AMD Ryzen 5 1600 Six-Core Processor;Physical / Logical CPUs: 6 / 12;CPU Clock (max):3400 MHz;Motherboard:NVIDIA X370 SLI PLUS (MS-7A33);OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:N/A;GPU Name:Radeon Vega Frontier Edition  (Vega 10 XTX);GPU Vendor:AMD;GPU Memory:16368 MBGPU Memory clock (max):945 MHzGPU Core clock (max):1403 MHzGPU Temp min/max:47 / 78 C° FPS min/avg/max: 23.31 / 29.64 / 35.72 Detailed score info
2092;feraldog65;Intel Core i5-8400ASUS GeForce GTX 1070 Ti;3957;Created:10 December 2018 (05:47);CPU Name:Intel Core i5-8400;Physical / Logical CPUs: 6 / 6;CPU Clock (max):2808 MHz;Motherboard:ASUSTeK TUF B360-PRO GAMING;OS:Windows 10  (build 17134);Graphics API: DirectX ;GPU Driver:417.22;GPU Name:GeForce GTX 1070 Ti;GPU Vendor:ASUS;GPU Memory:8192 MBGPU Memory clock (max):4006 MHzGPU Core clock (max):1873 MHzGPU Temp min/max:49 / 69 C° FPS min/avg/max: 24.68 / 29.6 / 33.92 Detailed score info
2092;scottcooper352;Intel Core i7-6700KEVGA GeForce GTX 1080  (GP104);3957;Created:16 August 2017 (22:01);CPU Name:Intel Core i7-6700K;Physical / Logical CPUs: 4 / 8;CPU Clock (max):4001 MHz;Motherboard:Gigabyte Z170X-Gaming 3;OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:385.28;GPU Name:GeForce GTX 1080  (GP104);GPU Vendor:EVGA;GPU Memory:8192 MBGPU Memory clock (max):5005 MHzGPU Core clock (max):1873 MHzGPU Temp min/max:53 / 71 C° FPS min/avg/max: 23.99 / 29.6 / 34.37 Detailed score info
2093;spy_jeddah;Intel Core i9-9900KEVGA GeForce GTX TITAN X  (GM200);3956;Created:14 September 2019 (20:46);CPU Name:Intel Core i9-9900K;Physical / Logical CPUs: 8 / 16;CPU Clock (max):3600 MHz;Motherboard:ASUS ROG MAXIMUS XI EXTREME;OS:Windows 10  (build 18362);Graphics API: DirectX ;GPU Driver:436.15;GPU Name:GeForce GTX TITAN X  (GM200);GPU Vendor:EVGA;GPU Memory:12288 MBGPU Memory clock (max):3682 MHzGPU Core clock (max):1418 MHzGPU Temp min/max:28 / 39 C° FPS min/avg/max: 23.8 / 29.59 / 33.96 Detailed score info
2093;Matty.G;AMD Ryzen 5 3600 6-Core ProcessorMSI GeForce GTX 1070  (GP104);3956;Created:11 September 2019 (00:10);CPU Name:AMD Ryzen 5 3600 6-Core Processor;Physical / Logical CPUs: 6 / 12;CPU Clock (max):3600 MHz;Motherboard:ASUS ROG STRIX X470-F GAMING;OS:Windows 10  (build 18362);Graphics API: DirectX ;GPU Driver:436.3;GPU Name:GeForce GTX 1070  (GP104);GPU Vendor:MSI;GPU Memory:8192 MBGPU Memory clock (max):4647 MHzGPU Core clock (max):2151 MHzGPU Temp min/max:35 / 61 C° FPS min/avg/max: 24.51 / 29.59 / 33.57 Detailed score info
2093;brannutz;Intel Core i7-4770KEVGA GeForce GTX 1070  (GP104);3956;Created:11 July 2017 (21:27);CPU Name:Intel Core i7-4770K;Physical / Logical CPUs: 4 / 8;CPU Clock (max):4501 MHz;Motherboard:MSI Z87-G45 GAMING (MS-7821);OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:384.76;GPU Name:GeForce GTX 1070  (GP104);GPU Vendor:EVGA;GPU Memory:8192 MBGPU Memory clock (max):4513 MHzGPU Core clock (max):2126 MHzGPU Temp min/max:35 / 52 C° FPS min/avg/max: 24.39 / 29.59 / 33.79 Detailed score info
2094;spiritwolf1;Intel Core i5-6600TGigabyte GeForce GTX 980 Ti  (GM200);3951;Created:25 December 2018 (02:01);CPU Name:Intel Core i5-6600T;Physical / Logical CPUs: 4 / 4;CPU Clock (max):2701 MHz;Motherboard:ASUSTeK MAXIMUS VIII RANGER;OS:Windows 7  (build 7601);Graphics API: DirectX ;GPU Driver:417.35;GPU Name:GeForce GTX 980 Ti  (GM200);GPU Vendor:Gigabyte;GPU Memory:6144 MBGPU Memory clock (max):3903 MHzGPU Core clock (max):1403 MHzGPU Temp min/max:54 / 75 C° FPS min/avg/max: 23.91 / 29.55 / 38.32 Detailed score info
2095;Zageron;Intel Core i5-4690KEVGA GeForce GTX 1070  (GP104);3950;Created:15 May 2017 (01:10);CPU Name:Intel Core i5-4690K;Physical / Logical CPUs: 4 / 4;CPU Clock (max):3501 MHz;Motherboard:EVGA 111-HR-E973;OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:382.05;GPU Name:GeForce GTX 1070  (GP104);GPU Vendor:EVGA;GPU Memory:8192 MBGPU Memory clock (max):4532 MHzGPU Core clock (max):2151 MHzGPU Temp min/max:38 / 64 C° FPS min/avg/max: 24.49 / 29.55 / 34.23 Detailed score info
2096;nfsutim;AMD Ryzen 7 1800X Eight-Core ProcessorNVIDIA GeForce GTX 1080  (GP104);3948;Created:05 August 2017 (05:00);CPU Name:AMD Ryzen 7 1800X Eight-Core Processor;Physical / Logical CPUs: 8 / 16;CPU Clock (max):3600 MHz;Motherboard:Gigabyte AX370-Gaming K7;OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:376.51;GPU Name:GeForce GTX 1080  (GP104);GPU Vendor:NVIDIA;GPU Memory:8192 MBGPU Memory clock (max):5005 MHzGPU Core clock (max):1898 MHzGPU Temp min/max:43 / 79 C° FPS min/avg/max: 23.89 / 29.53 / 33.82 Detailed score info
2097;waynejw805;AMD Ryzen 5 2600X Six-Core ProcessorGigabyte GeForce GTX 1660 Ti;3946;Created:04 January 2020 (02:18);CPU Name:AMD Ryzen 5 2600X Six-Core Processor;Physical / Logical CPUs: 6 / 12;CPU Clock (max):3600 MHz;Motherboard:ASUS PRIME X370-PRO;OS:Windows 10  (build 18363);Graphics API: DirectX ;GPU Driver:441.66;GPU Name:GeForce GTX 1660 Ti;GPU Vendor:Gigabyte;GPU Memory:6144 MBGPU Memory clock (max):8000 MHzGPU Core clock (max):2145 MHzGPU Temp min/max:37 / 63 C° FPS min/avg/max: 24.32 / 29.52 / 33.38 Detailed score info
2098;Drimizi;Intel Core i5-6600KZOTAC GeForce GTX 980 Ti  (GM200);3945;Created:26 November 2019 (03:48);CPU Name:Intel Core i5-6600K;Physical / Logical CPUs: 4 / 4;CPU Clock (max):3504 MHz;Motherboard:MSI Z170A SLI PLUS (MS-7998);OS:Windows 10  (build 18362);Graphics API: DirectX ;GPU Driver:441.2;GPU Name:GeForce GTX 980 Ti  (GM200);GPU Vendor:ZOTAC;GPU Memory:6144 MBGPU Memory clock (max):3510 MHzGPU Core clock (max):1504 MHzGPU Temp min/max:59 / 71 C° FPS min/avg/max: 24.64 / 29.51 / 32.24 Detailed score info
2098;christopher.titus;Intel Core i7-7700KEVGA GeForce GTX 980 Ti  (GM200);3945;Created:19 July 2017 (04:19);CPU Name:Intel Core i7-7700K;Physical / Logical CPUs: 4 / 8;CPU Clock (max):4200 MHz;Motherboard:ASUS MAXIMUS IX FORMULA;OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:382.53;GPU Name:GeForce GTX 980 Ti  (GM200);GPU Vendor:EVGA;GPU Memory:6144 MBGPU Memory clock (max):3548 MHzGPU Core clock (max):1404 MHzGPU Temp min/max:30 / 40 C° FPS min/avg/max: 23.34 / 29.51 / 34.06 Detailed score info
2099;GAVINSEAL;Intel Core i7-7700KEVGA GeForce GTX 1070  (GP104);3944;Created:10 October 2017 (18:51);CPU Name:Intel Core i7-7700K;Physical / Logical CPUs: 4 / 8;CPU Clock (max):4200 MHz;Motherboard:ASUS MAXIMUS IX HERO;OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:385.69;GPU Name:GeForce GTX 1070  (GP104);GPU Vendor:EVGA;GPU Memory:8192 MBGPU Memory clock (max):4498 MHzGPU Core clock (max):2138 MHzGPU Temp min/max:27 / 37 C° FPS min/avg/max: 24.58 / 29.51 / 33.5 Detailed score info
2100;soloii12;AMD Ryzen 7 1700 Eight-Core ProcessorMSI GeForce GTX 1080  (GP104);3942;Created:13 August 2018 (21:40);CPU Name:AMD Ryzen 7 1700 Eight-Core Processor;Physical / Logical CPUs: 8 / 16;CPU Clock (max):3000 MHz;Motherboard:NVIDIA X370 KRAIT GAMING (MS-7A33);OS:Windows 10  (build 17134);Graphics API: DirectX ;GPU Driver:398.82;GPU Name:GeForce GTX 1080  (GP104);GPU Vendor:MSI;GPU Memory:8192 MBGPU Memory clock (max):5005 MHzGPU Core clock (max):1923 MHzGPU Temp min/max:54 / 78 C° FPS min/avg/max: 24.39 / 29.49 / 34.3 Detailed score info
2101;maxamaul;Intel Core i7-8700KZOTAC GeForce GTX 1080  (GP104);3941;Created:27 July 2018 (12:43);CPU Name:Intel Core i7-8700K;Physical / Logical CPUs: 6 / 12;CPU Clock (max):3696 MHz;Motherboard:ASUS ROG MAXIMUS X HERO;OS:Windows 10  (build 16299);Graphics API: DirectX ;GPU Driver:398.36;GPU Name:GeForce GTX 1080  (GP104);GPU Vendor:ZOTAC;GPU Memory:8192 MBGPU Memory clock (max):5085 MHzGPU Core clock (max):1999 MHzGPU Temp min/max:50 / 88 C° FPS min/avg/max: 24.67 / 29.48 / 33.71 Detailed score info
2102;Schorsch;AMD Ryzen 7 3800X 8-Core ProcessorASUS Radeon RX Vega  (Vega 10 XL/XT);3940;Created:30 August 2020 (20:44);CPU Name:AMD Ryzen 7 3800X 8-Core Processor;Physical / Logical CPUs: 8 / 16;CPU Clock (max):3710 MHz;Motherboard:MSI MPG X570 GAMING EDGE WIFI (MS-7C37);OS:Ubuntu 20.04.1 LTS (Focal Fossa) kernel 5.4.0-42-generic;Graphics API: OpenGL ;GPU Driver: amdgpu;GPU Name:Radeon RX Vega  (Vega 10 XL/XT);GPU Vendor:ASUS;GPU Memory:8176 MBGPU Memory clock (max):800 MHzGPU Core clock (max):1590 MHzGPU Temp min/max:51 / 82 C° FPS min/avg/max: 23.1 / 29.47 / 35.26 Detailed score info
2102;Simnico99;Intel Core i7-8700KEVGA GeForce GTX 1070 Ti  (GP104);3940;Created:20 January 2019 (18:28);CPU Name:Intel Core i7-8700K;Physical / Logical CPUs: 6 / 12;CPU Clock (max):3696 MHz;Motherboard:Gigabyte Z370 AORUS Gaming 5-CF;OS:Windows 10  (build 17763);Graphics API: DirectX ;GPU Driver:417.71;GPU Name:GeForce GTX 1070 Ti  (GP104);GPU Vendor:EVGA;GPU Memory:8192 MBGPU Memory clock (max):4006 MHzGPU Core clock (max):1974 MHzGPU Temp min/max:30 / 65 C° FPS min/avg/max: 24.51 / 29.47 / 33.39 Detailed score info
2103;steventam.fy;Intel Core i7-3770KEVGA GeForce GTX 980 Ti  (GM200);3939;Created:12 June 2017 (14:56);CPU Name:Intel Core i7-3770K;Physical / Logical CPUs: 4 / 8;CPU Clock (max):3501 MHz;Motherboard:ASUS P8Z77-V PRO;OS:Windows 10  (build 15063);Graphics API: DirectX ;GPU Driver:382.53;GPU Name:GeForce GTX 980 Ti  (GM200);GPU Vendor:EVGA;GPU Memory:6144 MBGPU Memory clock (max):3505 MHzGPU Core clock (max):1474 MHzGPU Temp min/max:28 / 38 C° FPS min/avg/max: 23.84 / 29.46 / 34.22 Detailed score info
2104;philippe-lalonde;Intel Core i5-4690KEVGA GeForce GTX 1070 Ti  (GP104);3935;Created:24 September 2018 (23:56);CPU Name:Intel Core i5-4690K;Physical / Logical CPUs: 4 / 4;CPU Clock (max):4301 MHz;Motherboard:NVIDIA Z97 GAMING 5 (MS-7917);OS:Windows 10  (build 17134);Graphics API: DirectX ;GPU Driver:411.63;GPU Name:GeForce GTX 1070 Ti  (GP104);GPU Vendor:EVGA;GPU Memory:8192 MBGPU Memory clock (max):4060 MHzGPU Core clock (max):1949 MHzGPU Temp min/max:48 / 87 C° FPS min/avg/max: 23.97 / 29.44 / 33.49 Detailed score info
2105;Clorenex;Intel Core i7-6700KMSI GeForce GTX 1080  (GP104);3934;Created:05 May 2020 (20:02);CPU Name:Intel Core i7-6700K;Physical / Logical CPUs: 4 / 8;CPU Clock (max):4008 MHz;Motherboard:MSI Z170A GAMING M3 (MS-7978);OS:Windows 10  (build 18363);Graphics API: DirectX ;GPU Driver:445.87;GPU Name:GeForce GTX 1080  (GP104);GPU Vendor:MSI;GPU Memory:8192 MBGPU Memory clock (max):5005 MHzGPU Core clock (max):1923 MHzGPU Temp min/max:51 / 83 C° FPS min/avg/max: 23.29 / 29.43 / 34.68 Detailed score info
2105;pkyok;Intel Core i7-9700KZOTAC GeForce GTX 1080  (GP104);3934;Created:25 April 2020 (21:32);CPU Name:Intel Core i7-9700K;Physical / Logical CPUs: 8 / 8;CPU Clock (max):3600 MHz;Motherboard:Gigabyte Z390 AORUS PRO-CF;OS:Windows 10  (build 18362);Graphics API: DirectX ;GPU Driver:445.87;GPU Name:GeForce GTX 1080  (GP104);GPU Vendor:ZOTAC;GPU Memory:8192 MBGPU Memory clock (max):5005 MHzGPU Core clock (max):1885 MHzGPU Temp min/max:44 / 80 C° FPS min/avg/max: 23.93 / 29.42 / 33.23 Detailed score info
